Opportunity ID,Opportunity Owner,Account Name,Entered Pipeline Date,Close Date,Billing State/Province,Solutions Consultant,ICP,# of Contacts,Blended ARR*,Year 1 Platform Fee,Year 2 Platform Fee,Year 3 Platform Fee,ERP System,Age,Stage Duration,TCV,Stage Before Closed,Created Date,Homes per Year,Loss/DQ Reason,Target Account,Stage,Confidence
0068c00000ovQ6U,Ed Kubiak,Esperanza Homes,4/8/2022,5/16/2022,Texas,Jennifer Hoops,Yes,0,0,,,,MarkSystems,38,1139,0,Develop,4/8/2022,500,Don't See Value,1,Closed Lost,Pipeline
0068c00000ovQ3w,Rick Caldwell,Van Metre Homes,4/25/2023,9/22/2023,Virginia,Jennifer Hoops,Yes,1,438667,150400,413600,752000,,532,645,1366000,Discover,4/8/2022,300,No Decision / Non-Responsive,0,Closed Lost,Pipeline
0068c00000ovQ3Z,Rick Caldwell,K. Hovnanian Homes,,2/25/2023,New Jersey,Jennifer Hoops,Yes,0,0,,,,JD Edwards,323,841,0,Discover,4/8/2022,6500,No Decision / Non-Responsive,1,Closed Lost,Pipeline
0068c00000ovQ3V,Jared Rogers,Grand Homes,,10/30/2022,Texas,Jennifer Hoops,Yes,0,0,,,,Hyphen - BuildPro,205,723,0,Prospect,4/8/2022,500,No Decision / Non-Responsive,1,Closed Lost,Pipeline
0068c00000ovQ3S,Sam Nichols,Drees Homes,12/16/2022,9/6/2024,Kentucky,Jennifer Hoops,Yes,1,1050000,150000,350000,1850000,JD Edwards,882,295,4200000,Negotiation/Review,4/8/2022,2300,Bad Timing,1,Closed Lost,Pipeline
0068c00000ovQ3E,Kate Walker,Adair Homes,,5/10/2023,Washington,Jennifer Hoops,No,0,0,,,,MarkSystems,397,780,0,Prospect,4/8/2022,600,No Decision / Non-Responsive,1,Closed Lost,Pipeline
0068c00000ovQ3B,Anthony Dimaggio,Riverside Homebuilders,8/14/2024,8/30/2024,Texas,Jennifer Hoops,Yes,3,575616,254380,482520,671821,Constellation,875,302,2302465,Developing Champions,4/8/2022,800,No Decision / Non-Responsive,1,Closed Lost,Pipeline
0068c00000ovQ3A,Jared Rogers,Garman Builders,11/1/2022,4/21/2023,Pennsylvania,Jennifer Hoops,Yes,0,238875,81900,225225,409500,Hyphen - BuildPro and BRIX,378,799,716625,Developing Champions,4/8/2022,250,No Budget / Lost Funding,1,Closed Lost,Pipeline
0068c00000ovQ38,Anthony Dimaggio,Beacon Fine Homes & Custom Pools,,4/13/2023,Oklahoma,Jennifer Hoops,Yes,0,0,,,,MarkSystems,370,807,0,Prospect,4/8/2022,100,No Decision / Non-Responsive,0,Closed Lost,Pipeline
0068c00000ovQ37,Kevin Brandon,Antares Homes,,4/14/2023,Texas,Jennifer Hoops,No,0,0,0,0,0,,371,806,0,Prospect,4/8/2022,,Don't See Value,0,Closed Lost,Pipeline
0068c00000ovQ31,Anthony Dimaggio,Verity Homes,,5/30/2022,North Dakota,Jennifer Hoops,Yes,0,0,,,,BuilderTrend,52,807,0,Prospect,4/8/2022,100,No Decision / Non-Responsive,0,Closed Lost,Pipeline
0068c00000ovQ30,Anthony Dimaggio,Veridian Homes,,5/30/2022,Wisconsin,Jennifer Hoops,Yes,0,0,,,,Constellation - NewStar,52,807,0,Prospect,4/8/2022,590,No Decision / Non-Responsive,1,Closed Lost,Pipeline
0068c00000ovQ2Y,Anthony Dimaggio,Rochester Homes,,5/30/2022,Indiana,Jennifer Hoops,Yes,0,0,,,,,52,807,0,Prospect,4/8/2022,312,No Decision / Non-Responsive,1,Closed Lost,Pipeline
0068c00000ovQ2W,Anthony Dimaggio,Riverwood Homes - Wisconsin,,5/30/2022,Wisconsin,Jennifer Hoops,No,0,0,,,,,52,807,0,Prospect,4/8/2022,20,No Decision / Non-Responsive,0,Closed Lost,Pipeline
0068c00000ovQ2R,Anthony Dimaggio,R&R Homes,,4/13/2023,Oklahoma,Jennifer Hoops,Yes,0,0,,,,MarkSystems,370,807,0,Prospect,4/8/2022,200,No Decision / Non-Responsive,0,Closed Lost,Pipeline
0068c00000ovQ21,Anthony Dimaggio,Lancia Homes,,5/30/2022,Indiana,Jennifer Hoops,Yes,0,0,,,,,52,807,0,Prospect,4/8/2022,260,No Decision / Non-Responsive,1,Closed Lost,Pipeline
0068c00000ovQ1w,Anthony Dimaggio,Kaerek Homes,,4/13/2023,Wisconsin,Jennifer Hoops,Yes,0,0,,,,,370,807,0,Prospect,4/8/2022,135,No Decision / Non-Responsive,0,Closed Lost,Pipeline
0068c00000ovQ1t,Rick Caldwell,Jagoe Homes,1/5/2023,8/1/2023,Kentucky,Jennifer Hoops,Yes,3,193813,125425,178650,277365,MarkSystems,480,697,628440,Decision,4/8/2022,500,Don't See Value,1,Closed Lost,Pipeline
0068c00000ovQ1n,Anthony Dimaggio,Ideal Homes,,4/13/2023,Oklahoma,Jennifer Hoops,Yes,1,0,,,,,370,807,0,Prospect,4/8/2022,550,No Decision / Non-Responsive,1,Closed Lost,Pipeline
0068c00000ovQ1O,Jared Rogers,Cronkhite Homes,,7/31/2023,Missouri,Jennifer Hoops,Yes,0,109000,48000,99000,180000,MarkSystems,479,698,347000,Decision,4/8/2022,200,No Budget / Lost Funding,0,Closed Lost,Pipeline
0068c00000ovQ0o,Anthony Dimaggio,Eastbrook Homes,1/5/2023,10/13/2023,Michigan,Jennifer Hoops,Yes,1,204167,70000,192500,350000,Constellation - NewStar,553,571,652500,Developing Champions,4/8/2022,400,No Decision / Non-Responsive,1,Closed Lost,Pipeline
006Rj00000KCYtf,Sophia Jackson,True Homes,4/3/2025,6/5/2025,North Carolina,Kyle Johnson,Yes,2,1000000,1000000,1000000,1000000,Home-grown System,72,23,3000000,Discover,3/25/2025,2000,No Decision / Non-Responsive,1,Closed Lost,Pipeline
006Rj00000Jp7Az,Carissa Anderson,The Kolter Group,4/3/2025,5/8/2025,Florida,Kyle Johnson,Yes,6,633333,350000,650000,900000,,56,51,1900000,Discover,3/13/2025,,No Decision / Non-Responsive,0,Closed Lost,Pipeline
006Rj00000JchfJ,Carissa Anderson,Park Square Homes,3/7/2025,4/28/2025,Florida,Kyle Johnson,Yes,2,500000,300000,400000,800000,MarkSystems,52,61,1500000,Developing Champions,3/7/2025,750,Bad Timing,1,Closed Lost,Pipeline
006Rj00000Heftv,Sophia Jackson,Classica Homes,1/17/2025,4/28/2025,North Carolina,Kyle Johnson,Yes,7,262840,157704,236556,394260,Sage,103,61,788520,Developing Champions,1/15/2025,60,No Decision / Non-Responsive,0,Closed Lost,Pipeline
006Rj00000EEyYw,Sophia Jackson,Artisan Built Communities,,1/6/2025,Georgia,Kyle Johnson,No,2,0,,,,MarkSystems,94,173,0,Validation/Introduction,10/4/2024,,Don't See Value,0,Closed Lost,Pipeline
006Rj00000EEMbh,Carissa Anderson,Gulf Bay Homes,,1/23/2025,Florida,Kyle Johnson,No,,175000,150000,175000,200000,,112,156,525000,Validation/Introduction,10/3/2024,,Feature Gap,0,Closed Lost,Pipeline
006Rj00000CdN7W,Sophia Jackson,Smith Douglas Homes,8/19/2024,11/1/2024,Georgia,Kyle Johnson,Yes,4,1333333,500000,1300000,2200000,Home-grown System,74,239,4000000,Developing Champions,8/19/2024,1850,Lost to Competitor,1,Closed Lost,Pipeline
006Rj00000CdH71,Sophia Jackson,Ivey Homes,8/19/2024,9/6/2024,Georgia,Kyle Johnson,Yes,1,0,,,,BuilderMT,18,295,0,Discover,8/19/2024,225,ERP Integration,0,Closed Lost,Pipeline
006Rj00000CFzU5,Sophia Jackson,McKee Homes,8/7/2024,12/3/2024,North Carolina,Kyle Johnson,Yes,2,516667,300000,500000,750000,MarkSystems,118,207,1550000,ROI Analysis/Pricing,8/7/2024,300,Don't See Value,0,Closed Lost,Pipeline
006Rj00000BqmDV,Sophia Jackson,Robuck Homes,7/26/2024,11/6/2024,North Carolina,Kyle Johnson,Yes,1,450000,150000,150000,150000,Homefront,103,234,450000,Discover,7/26/2024,150,Don't See Value,1,Closed Lost,Pipeline
006Rj00000ASUQP,Sophia Jackson,Hunter Quinn Homes,6/20/2024,9/6/2024,South Carolina,Kyle Johnson,Yes,2,300000,300000,300000,300000,Homefront,78,295,900000,Developing Champions,6/20/2024,200,ERP Integration,1,Closed Lost,Pipeline
006Rj000007o0jx,Sophia Jackson,Ben Stout Construction,8/14/2024,9/6/2024,North Carolina,Kyle Johnson,Yes,4,250000,250000,250000,250000,MarkSystems,154,295,750000,Developing Champions,4/5/2024,,ERP Integration,1,Closed Lost,Pipeline
006Rj000007lzFK,Carissa Anderson,Franklin Homes,4/4/2024,11/15/2024,Alabama,Kyle Johnson,Yes,2,200000,100000,200000,300000,,225,225,600000,Discover,4/4/2024,,Bad Timing,1,Closed Lost,Pipeline
006Rj000007ZRqw,Carissa Anderson,GreenTech Homes,8/14/2024,6/26/2025,Tennessee,Kyle Johnson,Yes,25,299000,241500,310500,345000,BuilderTrend,454,2,897000,Negotiation/Review,3/29/2024,250,No Decision / Non-Responsive,1,Closed Lost,Pipeline
006Rj000006q2FB,Sophia Jackson,Coastal Affaire (Tracewater),3/8/2024,5/23/2024,Florida,Kyle Johnson,No,1,100000,100000,100000,100000,,76,401,300000,Developing Champions,3/8/2024,,No Budget / Lost Funding,0,Closed Lost,Pipeline
006Rj000006q1sb,Sophia Jackson,Great Southern Homes,8/14/2024,9/6/2024,South Carolina,Kyle Johnson,Yes,1,1600000,1400000,1600000,1800000,MarkSystems,182,295,4800000,Developing Champions,3/8/2024,1700,Bad Timing,1,Closed Lost,Pipeline
0068c00000ym5zt,Sophia Jackson,Pulte Group,8/14/2024,3/25/2025,Georgia,Kyle Johnson,Yes,7,250000,250000,,,Home-grown System,466,95,250000,Developing Champions,12/15/2023,28000,Don't See Value,1,Closed Lost,Pipeline
0068c00000ylk7N,Sophia Jackson,Veranda Homes,2/16/2024,5/23/2024,South Carolina,Kyle Johnson,Yes,1,250000,150000,250000,350000,,178,401,750000,Developing Champions,11/27/2023,100,No Budget / Lost Funding,0,Closed Lost,Pipeline
0068c00000xNvdE,Jared Rogers,Brown Haven Homes,2/16/2024,5/29/2024,Georgia,Kyle Johnson,Yes,4,350000,250000,400000,400000,MarkSystems,226,395,1050000,Decision,10/16/2023,,ERP Integration,1,Closed Lost,Pipeline
0068c00000xMm55,Sophia Jackson,McGuinn Hybrid Homes,12/1/2023,4/5/2024,South Carolina,Kyle Johnson,Yes,2,150000,150000,150000,150000,MarkSystems,196,449,450000,Developing Champions,9/22/2023,250,No Decision / Non-Responsive,1,Closed Lost,Pipeline
0068c00000xMm4R,Jared Rogers,The Providence Group (Green Brick Partners),9/22/2023,12/15/2023,Georgia,Kyle Johnson,Yes,1,300000,100000,300000,500000,,84,561,900000,Discover,9/22/2023,400,No Decision / Non-Responsive,1,Closed Lost,Pipeline
0068c00000xMm1j,Jared Rogers,Trinity Family Builders,9/22/2023,12/15/2023,Florida,Kyle Johnson,Yes,1,216667,50000,200000,400000,,84,561,650000,Discover,9/22/2023,,No Budget / Lost Funding,0,Closed Lost,Pipeline
0068c00000xLuJp,Anthony Dimaggio,Rausch Coleman Homes,8/17/2023,9/22/2023,Arkansas,Kyle Johnson,Yes,4,882250,365300,785800,1495650,MarkSystems,36,645,2646750,Developing Champions,8/17/2023,4000,Don't See Value,1,Closed Lost,Pipeline
0068c00000wSq7h,Jared Rogers,Cook Residential,5/12/2023,6/16/2023,Georgia,Kyle Johnson,Yes,0,175000,60000,165000,300000,,35,743,565000,Discover,5/12/2023,,Disqualified - Multifamily,0,Closed Lost,Pipeline
0068c00000wSnbq,Anthony Dimaggio,Carrington Creek Homes,5/10/2023,9/13/2023,Arkansas,Kyle Johnson,No,4,93150,54000,78800,146650,,126,654,279450,Discover,5/10/2023,,ERP Integration,1,Closed Lost,Pipeline
0068c00000vljnh,Anthony Dimaggio,Bespoke Homes,4/25/2023,10/11/2023,Arkansas,Kyle Johnson,Yes,1,113660,32347,84625,164769,,180,626,473139,Developing Champions,4/14/2023,,No Decision / Non-Responsive,0,Closed Lost,Pipeline
0068c00000vU1K6,Jared Rogers,Tri Pointe Homes,3/14/2023,9/1/2023,California,Kyle Johnson,Yes,1,143333,60000,120000,250000,JD Edwards,172,666,430000,Developing Champions,3/14/2023,,No Budget / Lost Funding,0,Closed Lost,Pipeline
0068c00000vTuHe,Jared Rogers,"Broadstreet Homes, Inc.",3/10/2023,6/16/2023,North Carolina,Kyle Johnson,Yes,0,60000,60000,,,,98,743,60000,Discover,3/10/2023,,Disqualified - Other,0,Closed Lost,Pipeline
0068c00000vSuit,Carissa Anderson,My Southern Homes of Polk County,2/12/2023,12/15/2023,Florida,Kyle Johnson,Yes,1,220000,80000,160000,320000,BuilderMT,306,561,930000,Developing Champions,2/12/2023,325,No Budget / Lost Funding,1,Closed Lost,Pipeline
0068c00000vRi6d,Jared Rogers,Windsong Properties,1/19/2023,7/6/2023,Georgia,Kyle Johnson,Yes,0,163333,56000,154000,280000,MarkSystems,168,723,540000,Prospect,1/19/2023,,No Decision / Non-Responsive,1,Closed Lost,Pipeline
0068c00000uYTB3,Rick Caldwell,Turner Homes,7/13/2023,7/28/2023,Tennessee,Kyle Johnson,Yes,0,75000,50000,75000,100000,MarkSystems,15,701,260000,Discover,7/13/2023,225,No Budget / Lost Funding,1,Closed Lost,Pipeline
0068c00000uXjvj,Jared Rogers,Avtec Homes,,7/6/2023,Florida,Kyle Johnson,Yes,0,0,,,,,10,723,0,Prospect,6/26/2023,,No Decision / Non-Responsive,0,Closed Lost,Pipeline
0068c00000uHs2Q,Jared Rogers,Cardel Homes (FL),11/28/2022,7/6/2023,Florida,Kyle Johnson,Yes,0,116667,50000,100000,200000,,269,723,350000,Prospect,10/10/2022,800,Lost to Competitor,0,Closed Lost,Pipeline
0068c00000rUIG0,Kevin Brandon,Trusst Building Group,,8/29/2022,North Carolina,Kyle Johnson,Yes,0,0,,,,,26,1034,0,Prospect,8/3/2022,150,Don't See Value,0,Closed Lost,Pipeline
0068c00000rSnej,Kevin Brandon,Turner Homes,,7/22/2022,Tennessee,Kyle Johnson,Yes,0,0,,,,MarkSystems,38,1072,0,Decision,6/14/2022,225,Don't See Value,1,Closed Lost,Pipeline
0068c00000ovSFy,Jared Rogers,Hughston Homes,,2/25/2023,Georgia,Kyle Johnson,Yes,0,0,,,,,320,681,0,Prospect,4/11/2022,500,Don't See Value,0,Closed Lost,Pipeline
0068c00000ovSFo,Jared Rogers,Robuck Homes,,7/6/2023,North Carolina,Kyle Johnson,Yes,0,0,,,,Homefront,451,723,0,Prospect,4/11/2022,150,No Decision / Non-Responsive,1,Closed Lost,Pipeline
0068c00000ovSFj,Jared Rogers,Homes by Dickerson,4/8/2023,9/15/2022,North Carolina,Kyle Johnson,Yes,0,175000,75000,150000,300000,Build Pro,157,723,525000,Discover,4/11/2022,260,No Decision / Non-Responsive,0,Closed Lost,Pipeline
0068c00000ovSER,Kevin Brandon,Lennar,,7/27/2022,Florida,Kyle Johnson,Yes,0,0,,,,JD Edwards,107,1066,0,Decision,4/11/2022,59000,No Decision / Non-Responsive,0,Closed Lost,Pipeline
0068c00000ovSEN,Jared Rogers,Dream Finders Homes,10/25/2022,7/6/2023,Florida,Kyle Johnson,Yes,0,0,,,,Constellation - NewStar,451,723,0,Prospect,4/11/2022,6000,No Decision / Non-Responsive,1,Closed Lost,Pipeline
0068c00000ovSEL,Anthony Dimaggio,Rausch Coleman Homes,1/17/2023,3/6/2023,Arkansas,Kyle Johnson,Yes,0,200000,50000,200000,350000,MarkSystems,329,845,650000,Discover,4/11/2022,4000,Disqualified - Other,1,Closed Lost,Pipeline
0068c00000ovRD7,Kevin Brandon,Brock Built,,11/30/2021,Georgia,Kyle Johnson,Yes,,0,,,,Constellation - NewStar,0,1175,0,,4/10/2022,200,,1,Closed Lost,Pipeline
0068c00000ovQ40,Jared Rogers,AR Homes Franchising,,7/6/2023,Florida,Kyle Johnson,Yes,1,0,,,,,454,723,0,Prospect,4/8/2022,300,Disqualified - Custom,0,Closed Lost,Pipeline
0068c00000ovQ3k,Jared Rogers,My Home Communities,,5/30/2022,Georgia,Kyle Johnson,Yes,0,0,0,0,0,,52,723,0,Prospect,4/8/2022,,No Budget / Lost Funding,0,Closed Lost,Pipeline
0068c00000ovQ2y,Jared Rogers,Truland Homes,,7/6/2023,Alabama,Kyle Johnson,No,0,0,,,,MarkSystems,454,723,0,Prospect,4/8/2022,475,No Decision / Non-Responsive,0,Closed Lost,Pipeline
0068c00000ovQ2l,Jared Rogers,Stone Martin Builders,3/17/2023,7/6/2023,Alabama,Kyle Johnson,Yes,1,367500,126000,346500,630000,,454,723,1102500,Prospect,4/8/2022,900,No Decision / Non-Responsive,1,Closed Lost,Pipeline
0068c00000ovQ1m,Jared Rogers,Homes by Westbay,4/25/2023,7/6/2023,Florida,Kyle Johnson,Yes,0,466667,200000,400000,800000,Constellation - NewStar,454,723,1400000,Prospect,4/8/2022,200,No Decision / Non-Responsive,1,Closed Lost,Pipeline
0068c00000ovQ0z,Carissa Anderson,Alvarez Construction,3/24/2023,6/22/2023,Louisiana,Kyle Johnson,Yes,2,161667,75000,140000,270000,,440,737,520000,Developing Champions,4/8/2022,500,No Decision / Non-Responsive,0,Closed Lost,Pipeline
0068c00000ovQ0q,Jared Rogers,Logan Homes,,7/6/2023,North Carolina,Kyle Johnson,Yes,0,0,,,,,454,723,0,Prospect,4/8/2022,200,No Decision / Non-Responsive,1,Closed Lost,Pipeline
0068c00000ovQ0n,Jared Rogers,Davidson Homes,,7/6/2023,Alabama,Kyle Johnson,Yes,0,0,,,,BuildTopia,454,723,0,Prospect,4/8/2022,900,No Decision / Non-Responsive,1,Closed Lost,Pipeline
0068c00000ovQ44,Anthony Dimaggio,DSLD Homes,,9/15/2022,Louisiana,Michael Miller,Yes,0,0,,,,,160,807,0,Discover,4/8/2022,3100,No Decision / Non-Responsive,1,Closed Lost,Pipeline
