Opportunity ID,Opportunity Owner,Account Name,Entered Pipeline Date,Close Date,Billing State/Province,Solutions Consultant,ICP,# of Contacts,Blended ARR*,Year 1 Platform Fee,Year 2 Platform Fee,Year 3 Platform Fee,ERP System,Age,Stage Duration,TCV,Stage Before Closed,Created Date,Homes per Year,Loss/DQ Reason,Target Account,Stage,Confidence
006Rj00000NlUVI,Sophia Jackson,Winchester Homebuilders,,12/24/2025,,,Yes,1,0,,,,,1,1,0,,6/27/2025,,,0,Validation/Introduction,Pipeline
006Rj00000NiNjy,Jack Alla,Cadence Homes TX,,11/21/2025,Texas,,Unknown,1,0,,,,,2,2,0,,6/26/2025,,,0,Validation/Introduction,Pipeline
006Rj00000N9xOb,Jack Alla,Executive Homes,,11/17/2025,Oklahoma,,Yes,1,0,,,,,16,16,0,,6/12/2025,,,1,Validation/Introduction,Pipeline
006Rj00000N659W,Carissa Anderson,Akel Homes,,11/9/2025,Florida,,Yes,1,145000,145000,,,,17,17,145000,,6/11/2025,,,1,Validation/Introduction,Pipeline
006Rj00000MIYrO,Jack Alla,Autograph Homes,,11/30/2025,,,Unknown,1,0,,,,,37,37,0,,5/22/2025,,,0,Validation/Introduction,Pipeline
006Rj00000Lm149,Carissa Anderson,Hines Homes,,11/28/2025,Arkansas,,No,1,175000,175000,,,,52,52,175000,,5/7/2025,,,0,Validation/Introduction,Pipeline
006Rj00000JcZjN,Carissa Anderson,Home Development Inc (HDI),,10/12/2025,Tennessee,,Yes,1,165000,120000,175000,200000,,113,113,495000,,3/7/2025,,,0,Validation/Introduction,Pipeline
006Rj00000NlUTe,Sophia Jackson,Visionary Homes,,12/17/2025,Utah,Anthony Zuefeldt,Yes,1,0,,,,Homebuilder One,1,1,0,,6/27/2025,700,,1,Validation/Introduction,Pipeline
006Rj00000NQKZK,Anthony Dimaggio,Trico Homes,,1/23/2026,Alberta,Anthony Zuefeldt,Yes,2,300000,300000,,,Home-grown System,10,10,300000,,6/18/2025,,,1,Validation/Introduction,Pipeline
006Rj00000NQKZG,Anthony Dimaggio,Remuda Ltd,,9/3/2025,,Anthony Zuefeldt,Unqualified,2,125000,125000,,,,10,10,125000,,6/18/2025,,,0,Validation/Introduction,Pipeline
006Rj00000MgU6g,Sophia Jackson,Tri Pointe Group,,12/4/2025,Nevada,Anthony Zuefeldt,Yes,2,0,,,,,26,26,0,,6/2/2025,,,0,Validation/Introduction,Pipeline
006Rj00000MV7IH,Carissa Anderson,BOA Builders,,10/25/2025,Colorado,Anthony Zuefeldt,Yes,1,80000,80000,,,MarkSystems,31,31,80000,,5/28/2025,,,0,Validation/Introduction,Pipeline
006Rj00000MB5ZC,Carissa Anderson,Bothwellco,,10/16/2025,California,Anthony Zuefeldt,No,1,100000,100000,,,,40,40,100000,,5/19/2025,,,0,Validation/Introduction,Pipeline
006Rj00000LH1Zv,Carissa Anderson,Arthur Rutenberg Homes,,9/21/2025,Tennessee,Anthony Zuefeldt,Yes,2,500000,500000,,,Home-grown System,65,65,500000,,4/24/2025,,,1,Validation/Introduction,Pipeline
006Rj00000Kp70j,Anthony Dimaggio,Cedarglen Homes,,11/28/2025,Alberta,Anthony Zuefeldt,Yes,5,491667,350000,500000,625000,Constellation,79,79,1475000,,4/10/2025,500,,1,Validation/Introduction,Pipeline
006Rj00000IuZLh,Carissa Anderson,Vanguard Homes (Colorado),,12/30/2025,Colorado,Anthony Zuefeldt,Yes,2,150000,150000,,,,135,135,150000,,2/13/2025,,,1,Validation/Introduction,Pipeline
006Rj00000HlBJB,Carissa Anderson,View Homes,,11/28/2025,Colorado,Anthony Zuefeldt,Unqualified,7,250000,250000,,,JD Edwards,162,162,250000,,1/17/2025,1500,,1,Validation/Introduction,Pipeline
006Rj00000DkrgB,Anthony Dimaggio,Shane Homes Group of Companies,,1/28/2026,Alberta,Anthony Zuefeldt,Yes,10,455000,275000,425000,665000,Homefront,281,281,1365000,,9/20/2024,,,1,Validation/Introduction,Pipeline
006Rj00000NiNjx,Jack Alla,Camden Homes,,11/21/2025,Texas,Jennifer Hoops,Yes,1,0,,,,,2,2,0,,6/26/2025,,,1,Validation/Introduction,Pipeline
006Rj00000NiNjt,Jack Alla,Olivia Clarke Homes,,11/21/2025,Texas,Jennifer Hoops,Yes,1,100000,100000,,,,2,2,100000,,6/26/2025,,,1,Validation/Introduction,Pipeline
006Rj00000NiNjs,Jack Alla,W3 Luxury Living,,11/21/2025,Texas,Jennifer Hoops,No,1,0,,,,,2,2,0,,6/26/2025,,,0,Validation/Introduction,Pipeline
006Rj00000NiNjq,Jack Alla,Kindred Homes,,11/21/2025,Texas,Jennifer Hoops,Yes,2,100000,100000,,,,2,2,100000,,6/26/2025,,,1,Validation/Introduction,Pipeline
006Rj00000NiNjo,Jack Alla,"Green Brick Partners, Inc.",,11/21/2025,Texas,Jennifer Hoops,Yes,1,2000000,2000000,,,,2,2,2000000,,6/26/2025,2800,,1,Validation/Introduction,Pipeline
006Rj00000NiNjn,Anthony Dimaggio,Pacesetter Homes (Qualico),,1/30/2026,Texas,Jennifer Hoops,Yes,3,0,,,,Constellation - NewStar,2,2,0,,6/26/2025,800,,0,Validation/Introduction,Pipeline
006Rj00000NiNjj,Jack Alla,Grenadier Homes,,11/21/2025,Texas,Jennifer Hoops,Yes,2,100000,100000,,,,2,2,100000,,6/26/2025,,,1,Validation/Introduction,Pipeline
006Rj00000NiNji,Jack Alla,Riverside Homebuilders,,11/21/2025,Texas,Jennifer Hoops,Yes,2,400000,400000,,,Constellation,2,2,400000,,6/26/2025,800,,1,Validation/Introduction,Pipeline
006Rj00000NiNjh,Jack Alla,Bloomfield Homes,,11/21/2025,Texas,Jennifer Hoops,Yes,3,1000000,1000000,,,,2,2,1000000,,6/26/2025,2000,,1,Validation/Introduction,Pipeline
006Rj00000NiNjg,Jack Alla,"Integrity Group, LLC (Epcon)",,11/21/2025,Texas,Jennifer Hoops,No,1,0,,,,MarkSystems,2,2,0,,6/26/2025,,,0,Validation/Introduction,Pipeline
006Rj00000NhcMe,Jack Alla,Kindred Homes,,11/27/2025,Texas,Jennifer Hoops,Yes,1,0,,,,,2,2,0,,6/26/2025,,,1,Validation/Introduction,Pipeline
006Rj00000NfQpJ,Jack Alla,Astoria Homes,,12/14/2025,Texas,Jennifer Hoops,Yes,1,100000,100000,,,,3,3,100000,,6/25/2025,,,0,Validation/Introduction,Pipeline
006Rj00000NQKZF,Anthony Dimaggio,Brookfield Residential Properties,,1/30/2026,Alberta,Jennifer Hoops,Yes,2,500000,500000,,,Build Pro,10,10,500000,,6/18/2025,2000,,1,Validation/Introduction,Pipeline
006Rj00000NQKZ3,Anthony Dimaggio,Douglas Homes,,1/30/2026,Alberta,Jennifer Hoops,Yes,3,200000,200000,,,Constellation - NewStar,10,10,200000,,6/18/2025,,,1,Validation/Introduction,Pipeline
006Rj00000NQKYz,Anthony Dimaggio,Hopewell,,12/11/2025,Alberta,Jennifer Hoops,Yes,4,250000,250000,,,,10,10,250000,,6/18/2025,,,1,Validation/Introduction,Pipeline
006Rj00000NQDh7,Jack Alla,Southwest Sunset Homes,,11/24/2025,Texas,Jennifer Hoops,No,1,0,,,,,10,10,0,,6/18/2025,,,0,Validation/Introduction,Pipeline
006Rj00000NN9Ib,Sam Nichols,Boone Homes,,11/23/2025,Virginia,Jennifer Hoops,Yes,1,0,,,,,11,11,0,,6/17/2025,,,0,Validation/Introduction,Pipeline
006Rj00000N673B,Anthony Dimaggio,"Davis Homes, Llc.",,12/31/2025,Indiana,Jennifer Hoops,No,1,0,,,,,17,17,0,,6/11/2025,,,1,Validation/Introduction,Pipeline
006Rj00000MdpNq,Sam Nichols,HHHunt Homes,,12/31/2025,Virginia,Jennifer Hoops,Yes,1,0,,,,Constellation - NewStar,28,28,0,,5/31/2025,675,,1,Validation/Introduction,Pipeline
006Rj00000MJ2Kn,Sam Nichols,Forbes Capretto Homes,,8/29/2025,New York,Jennifer Hoops,Yes,1,100000,100000,,,MarkSystems,37,37,100000,,5/22/2025,,,0,Validation/Introduction,Pipeline
006Rj00000LZbyI,Sam Nichols,Main Street Homes,5/9/2025,10/31/2025,Virginia,Jennifer Hoops,Yes,2,400000,400000,400000,400000,MarkSystems,58,36,1200000,,5/1/2025,300,,1,Validation/Introduction,Pipeline
006Rj00000LWQEb,Jack Alla,Newmark Homes,,10/12/2025,Texas,Jennifer Hoops,Yes,3,0,,,,,59,59,0,,4/30/2025,400,,1,Validation/Introduction,Pipeline
006Rj00000Jbi2L,Anthony Dimaggio,Excel Homes,,12/18/2025,Alberta,Jennifer Hoops,Yes,5,500000,350000,500000,650000,Hyphen - BuildPro and BRIX,114,114,1500000,,3/6/2025,500,,1,Validation/Introduction,Pipeline
006Rj00000Ncyyn,Sophia Jackson,"Traton Homes, LLC",,11/23/2025,Georgia,Kyle Johnson,Yes,1,0,,,,MarkSystems,4,4,0,,6/24/2025,160,,1,Validation/Introduction,Pipeline
006Rj00000Msp46,Sophia Jackson,Front Light Building Company,,12/5/2025,South Carolina,Kyle Johnson,No,1,125000,125000,,,,22,22,125000,,6/6/2025,,,1,Validation/Introduction,Pipeline
006Rj00000Lm1Tx,Carissa Anderson,Sunrise Homes,,11/28/2025,Louisiana,Kyle Johnson,Yes,1,175000,175000,,,,52,52,175000,,5/7/2025,,,1,Validation/Introduction,Pipeline
006Rj00000IrWp2,Carissa Anderson,CFB Homes,3/7/2025,11/13/2025,Florida,,Yes,1,200000,150000,200000,250000,,136,113,600000,,2/12/2025,,,0,Discover,Pipeline
006Rj00000LlShV,Carissa Anderson,Trumark Homes,5/8/2025,11/28/2025,California,Anthony Zuefeldt,Yes,4,583333,450000,550000,750000,Constellation - NewStar,52,51,1750000,,5/7/2025,400,,0,Discover,Pipeline
006Rj00000KhUfG,Anthony Dimaggio,MN Custom Homes,5/28/2025,10/30/2025,Washington,Anthony Zuefeldt,No,1,258333,175000,250000,350000,QuickBooks,82,31,775000,,4/7/2025,,,0,Discover,Pipeline
006Rj00000LYtfV,Carissa Anderson,GL Homes,5/8/2025,12/23/2025,Florida,Kyle Johnson,Yes,22,633333,350000,650000,900000,,58,58,1900000,,5/1/2025,1800,,1,Discover,Pipeline
006Rj00000KBtvP,Carissa Anderson,Holland Homes LLC,4/3/2025,9/19/2025,Alabama,,Yes,3,225000,150000,200000,325000,,96,86,675000,,3/24/2025,,,0,Discover,Upside
006Rj00000KAMmv,Sam Nichols,Schaefer Homes,4/3/2025,10/31/2025,Maryland,,Yes,6,116667,100000,125000,125000,MarkSystems,96,17,350000,,3/24/2025,,,1,Discover,Upside
006Rj00000MO81N,Sam Nichols,K. Hovnanian Homes,6/4/2025,8/31/2025,New Jersey,Jennifer Hoops,Yes,1,400000,400000,400000,400000,JD Edwards,35,24,1200000,,5/24/2025,6500,,1,Discover,Upside
006Rj00000LjkU1,Sam Nichols,3 Pillar,5/7/2025,8/29/2025,Ohio,Jennifer Hoops,Yes,1,150000,150000,150000,150000,BuilderTrend,53,17,450000,,5/6/2025,,,0,Discover,Upside
006Rj00000LjPHW,Jack Alla,First America Homes,5/29/2025,10/16/2025,Texas,Jennifer Hoops,Yes,3,538667,500000,558000,558000,Constellation - NewStar,53,30,1616000,,5/6/2025,550,,1,Discover,Upside
006Rj00000KlY2j,Sam Nichols,Charis Homes,4/29/2025,8/29/2025,Ohio,Jennifer Hoops,No,8,100000,100000,100000,100000,,80,60,300000,,4/9/2025,,,0,Discover,Upside
006Rj00000IuPcW,Carissa Anderson,Rockwood Homes,3/7/2025,8/16/2025,Tennessee,,Yes,2,178333,130000,175000,230000,BuilderTrend,135,107,535000,,2/13/2025,,,0,Developing Champions,Upside
006Rj00000JWQUI,Anthony Dimaggio,Hayden Homes,3/4/2025,11/26/2025,Oregon,Anthony Zuefeldt,Yes,7,916667,550000,850000,1350000,Kova,116,39,2750000,,3/4/2025,501,,1,Developing Champions,Upside
006Rj00000LofiE,Anthony Dimaggio,EQ Homes,5/22/2025,7/31/2025,Ontario,Jennifer Hoops,Yes,6,446667,350000,495000,495000,Constellation - NewStar,51,31,1340000,,5/8/2025,0,,0,Developing Champions,Upside
006Rj00000LGwAP,Jack Alla,LGI Homes,4/24/2025,8/31/2025,Texas,Jennifer Hoops,Yes,1,416667,350000,450000,450000,,65,30,1250000,,4/24/2025,8000,,0,Developing Champions,Upside
006Rj00000JpDrV,Sophia Jackson,Empire Communities Inc,3/25/2025,10/29/2025,Georgia,Jennifer Hoops,Yes,13,400000,400000,400000,400000,Constellation - NewStar,107,78,1200000,,3/13/2025,675,,1,Developing Champions,Upside
006Rj00000Jd0oP,Sam Nichols,Jagoe Homes,3/13/2025,8/31/2025,Kentucky,Jennifer Hoops,Yes,3,333333,250000,350000,400000,MarkSystems,113,37,1000000,,3/7/2025,500,,1,Developing Champions,Upside
006Rj00000JWS9V,Anthony Dimaggio,Lombardo Homes,3/25/2025,10/22/2025,Michigan,Jennifer Hoops,Yes,10,455763,354250,450540,562500,Constellation,116,39,1367290,,3/4/2025,320,,1,Developing Champions,Upside
006Rj00000FXs94,Sam Nichols,M/I Homes (corporate office),12/5/2024,8/31/2025,Ohio,Jennifer Hoops,Yes,20,400000,400000,400000,400000,JD Edwards,227,115,1200000,,11/13/2024,8500,,1,Developing Champions,Upside
006Rj00000KAO5y,Sophia Jackson,Tri Pointe Homes,3/26/2025,1/14/2026,California,Kyle Johnson,Yes,13,900000,800000,900000,1000000,JD Edwards,96,58,2700000,,3/24/2025,,,0,Developing Champions,Upside
006Rj00000KBurP,Carissa Anderson,Red Door Homes Tn,4/11/2025,7/18/2025,Tennessee,,Yes,2,150000,150000,150000,150000,QuickBooks,96,58,450000,,3/24/2025,,,1,Developing Champions,Likely
006Rj00000KqoJm,Carissa Anderson,Brittenum Construction Company,4/11/2025,9/19/2025,Arkansas,Kyle Johnson,Yes,2,250000,200000,250000,300000,MarkSystems,78,58,1000000,,4/11/2025,,,1,Developing Champions,Likely
006Rj00000JWRa2,Anthony Dimaggio,Meadowbrook Builders,3/4/2025,8/29/2025,Illinois,Jennifer Hoops,No,1,147290,102450,147540,191880,Home-grown System,116,81,441870,,3/4/2025,,,0,ROI Analysis/Pricing,Upside
006Rj00000IXzqR,Anthony Dimaggio,Homes By Avi Inc,2/5/2025,7/31/2025,Alberta,Anthony Zuefeldt,Yes,17,684500,450000,550000,750000,Home-grown System,143,4,2738000,,2/5/2025,1000,,1,ROI Analysis/Pricing,Likely
006Rj00000LDgoX,Sophia Jackson,Brown Haven Homes,4/24/2025,7/23/2025,Georgia,Kyle Johnson,Yes,8,400000,400000,400000,400000,MarkSystems,66,31,1200000,,4/23/2025,,,1,ROI Analysis/Pricing,Likely
0068c00000wSnZz,Anthony Dimaggio,Pahlisch Homes,8/14/2024,7/18/2025,Oregon,Anthony Zuefeldt,Yes,42,783333,450000,950000,950000,Homebuilder One,780,4,2350000,,5/10/2023,700,,1,Negotiation/Review,Commit
006Rj00000BoFvB,Anthony Dimaggio,Taylor Morrison of Indiana,3/26/2024,7/25/2024,Indiana,,Yes,1,160140,145818,93235,175387,Constellation - NewStar,0,326,640559,Decision,7/25/2024,,,0,Closed Won,Closed
006Rj00000LHJRz,Carissa Anderson,Vantage Homes,5/7/2025,6/27/2025,Colorado,Anthony Zuefeldt,Yes,5,358333,400000,337500,337500,MarkSystems,64,2,1075000,Negotiation/Review,4/24/2025,192,,1,Closed Won,Closed
006Rj00000KqWxN,Sophia Jackson,Choice Builders Group (Epcon),4/11/2025,5/6/2025,Utah,Anthony Zuefeldt,Yes,2,75000,75000,75000,,BuilderTrend,25,53,150000,Negotiation/Review,4/11/2025,,,0,Closed Won,Closed
006Rj00000JAQ7y,Anthony Dimaggio,Calbridge Homes,2/21/2025,4/25/2025,Alberta,Anthony Zuefeldt,Yes,6,285000,285000,285000,285000,Hyphen - BuildPro,63,64,855000,Negotiation/Review,2/21/2025,,,0,Closed Won,Closed
006Rj00000F2f4r,Anthony Dimaggio,MonteVista Homes,10/28/2024,11/27/2024,Oregon,Anthony Zuefeldt,Yes,2,158000,174000,150000,150000,MarkSystems,30,213,474000,Negotiation/Review,10/28/2024,,,0,Closed Won,Closed
006Rj00000Ev7JF,Anthony Dimaggio,Creative Homes,11/7/2024,2/7/2025,Minnesota,Anthony Zuefeldt,Yes,35,300000,200000,300000,400000,Brix,106,141,900000,ROI Analysis/Pricing,10/24/2024,250,,0,Closed Won,Closed
006Rj00000AU7sp,Anthony Dimaggio,Silverthorne Homebuilders,6/21/2024,4/12/2025,Illinois,Anthony Zuefeldt,Yes,5,189746,145470,194269,229500,Homefront,296,77,569239,Negotiation/Review,6/21/2024,,,0,Closed Won,Closed
006Rj000007nH6y,Sophia Jackson,Nilson Homes,4/5/2024,6/14/2024,Utah,Anthony Zuefeldt,Yes,1,325000,325000,325000,325000,BuilderMT,70,379,975000,Decision,4/5/2024,,,0,Closed Won,Closed
0068c00000yloPR,Anthony Dimaggio,Crystal Creek Homes,11/30/2023,12/4/2024,Alberta,Anthony Zuefeldt,Yes,6,172406,137093,174245,205880,Homefront,370,206,517218,Negotiation/Review,11/30/2023,,,0,Closed Won,Closed
0068c00000wSd8K,Kate Walker,Boulder Creek Neighborhoods,5/9/2023,8/28/2023,Colorado,Anthony Zuefeldt,Yes,3,203513,85350,138100,295300,Constellation,116,670,814050,Decision,5/4/2023,,,0,Closed Won,Closed
0068c00000vTuHU,Jared Rogers,SnapADU,3/10/2023,3/22/2023,California,Anthony Zuefeldt,Yes,1,81000,48000,75000,120000,,12,828,263000,Decision,3/10/2023,,,0,Closed Won,Closed
0068c00000rTAPW,Kevin Brandon,Lexar Homes,7/7/2022,9/9/2022,Washington,Anthony Zuefeldt,Yes,2,100000,100000,,,BuilderTrend,72,1023,225000,Decision,6/29/2022,400,,0,Closed Won,Closed
006Rj00000FMkGY,Sam Nichols,Legacy Design Homes / Denlinger & Sons,11/15/2024,12/11/2024,Ohio,Jennifer Hoops,Yes,1,118333,105000,125000,125000,BuilderTrend,34,199,355000,Negotiation/Review,11/7/2024,,,0,Closed Won,Closed
006Rj00000FBCYH,Jack Alla,Telesis Homes,11/1/2024,11/26/2024,Texas,Jennifer Hoops,Yes,1,208333,125000,250000,250000,BuilderTrend,25,214,625000,Negotiation/Review,11/1/2024,,,0,Closed Won,Closed
006Rj00000EJxp7,Sam Nichols,Evergreene Homes,10/17/2024,5/29/2025,Virginia,Jennifer Hoops,Yes,9,373333,360000,360000,400000,Home-grown System,234,30,1120000,Negotiation/Review,10/7/2024,150,,0,Closed Won,Closed
006Rj00000CDM5R,Anthony Dimaggio,Pyatt Builders [ACQUIRED],8/6/2024,7/31/2024,Indiana,Jennifer Hoops,Yes,1,-123685,0,-93235,-175387,Constellation,0,326,-494741,Discover,8/6/2024,200,,0,Closed Won,Closed
006Rj000009B9E6,Sam Nichols,Mid-Atlantic Builders,5/15/2024,11/14/2024,Maryland,Jennifer Hoops,Yes,6,160000,130000,165000,185000,Kova,183,226,480000,Negotiation/Review,5/15/2024,,,0,Closed Won,Closed
006Rj000007s6M9,Anthony Dimaggio,Sage Homes Iowa,4/8/2024,5/24/2024,Iowa,Jennifer Hoops,Yes,1,239992,187402,233884,298690,Home-grown System,46,400,719976,Develop,4/8/2024,,,0,Closed Won,Closed
006Rj000007HmIk,Anthony Dimaggio,Rock Creek Homes,3/21/2024,9/24/2024,Michigan,Jennifer Hoops,No,1,133092,107880,138442,152954,Home-grown System,187,277,399276,Negotiation/Review,3/21/2024,,,0,Closed Won,Closed
006Rj000007HZVB,Sam Nichols,Ashburn Homes,3/21/2024,7/19/2024,Delaware,Jennifer Hoops,Yes,2,128333,115000,135000,135000,MarkSystems,120,344,385000,Decision,3/21/2024,,,0,Closed Won,Closed
006Rj000007Copt,Anthony Dimaggio,Ashlar Homes,3/19/2024,6/28/2024,Missouri,Jennifer Hoops,Yes,1,170252,154088,169219,187450,BuilderTrend,101,365,510757,Decision,3/19/2024,125,,0,Closed Won,Closed
006Rj000007AZtJ,Anthony Dimaggio,Panther Builders,3/18/2024,5/1/2024,Iowa,Jennifer Hoops,No,1,85020,69654,88552,96853,BuilderTrend,44,423,255059,Decision,3/18/2024,,,0,Closed Won,Closed
006Rj000006pWP1,Jade Shelton,HistoryMaker Homes,3/8/2024,5/7/2024,Texas,Jennifer Hoops,Yes,2,650000,600000,650000,700000,Constellation,60,417,1950000,Decision,3/8/2024,1200,,0,Closed Won,Closed
0068c00000yliQN,Kate Walker,EGStoltzfus Homes,11/23/2023,4/30/2024,Pennsylvania,Jennifer Hoops,Yes,1,200000,200000,200000,200000,MarkSystems,159,424,600000,Decision,11/23/2023,135,,0,Closed Won,Closed
0068c00000xMm3i,Sam Nichols,Schumacher Homes,9/27/2023,7/30/2024,Ohio,Jennifer Hoops,Yes,3,317500,285000,350000,,Constellation,312,333,635000,Decision,9/22/2023,1000,,0,Closed Won,Closed
0068c00000xM2tv,Rick Caldwell,Tilson Homes,8/31/2023,10/18/2023,Texas,Jennifer Hoops,Yes,2,621633,292600,589800,982500,MarkSystems,55,619,1864900,Decision,8/24/2023,700,,0,Closed Won,Closed
0068c00000xM2tc,Anthony Dimaggio,Eddy Homes,8/24/2023,1/30/2024,Pennsylvania,Jennifer Hoops,Yes,2,114500,110750,118250,,MarkSystems,159,514,229000,Decision,8/24/2023,50,,0,Closed Won,Closed
0068c00000wSp5Z,Rick Caldwell,Shaddock Homes,5/26/2023,9/5/2023,Texas,Jennifer Hoops,Yes,1,256200,198600,204600,365400,Brix,117,652,768600,Decision,5/11/2023,,,0,Closed Won,Closed
0068c00000vliPL,Anthony Dimaggio,Core Spaces LLC,4/25/2023,10/18/2023,Illinois,Jennifer Hoops,Yes,6,497611,264825,312379,669488,Brix,188,619,1990442,Decision,4/13/2023,,,0,Closed Won,Closed
0068c00000uXxBm,Anthony Dimaggio,Pyatt Builders [ACQUIRED],6/29/2023,9/8/2023,Indiana,Jennifer Hoops,Yes,1,136793,52432,93235,175387,Constellation,71,659,582173,Decision,6/29/2023,200,,0,Closed Won,Closed
0068c00000ovSFk,Jared Rogers,Maronda Homes,11/9/2022,10/3/2023,Pennsylvania,Jennifer Hoops,Yes,1,837500,350000,600000,1200000,Home-grown System,540,633,3350000,Decision,4/11/2022,2400,,0,Closed Won,Closed
0068c00000ovSEJ,Kevin Brandon,Estridge Homes,4/27/2022,6/2/2022,Indiana,Jennifer Hoops,Yes,1,110000,110000,,,,52,1122,165000,Decision,4/11/2022,120,,0,Closed Won,Closed
0068c00000ovSE7,Kevin Brandon,Schell Brothers,4/11/2022,6/14/2022,Delaware,Jennifer Hoops,Yes,1,600000,600000,,,Home-grown System,64,1110,600000,Decision,4/11/2022,589,,0,Closed Won,Closed
0068c00000ovSE6,Kevin Brandon,Capital Homes,4/11/2022,6/30/2022,Oklahoma,Jennifer Hoops,Yes,1,75000,75000,,,MarkSystems,80,1037,200000,Decision,4/11/2022,200,,0,Closed Won,Closed
0068c00000ovQ9q,Kevin Brandon,Epcon Corporate Communities,,9/29/2021,Ohio,Jennifer Hoops,Yes,,0,,,,MarkSystems,0,1177,0,,4/8/2022,700,,0,Closed Won,Closed
0068c00000ovQ9I,Kevin Brandon,Epcon Franchising,,9/29/2021,Ohio,Jennifer Hoops,Yes,1,0,,,,,0,1177,0,,4/8/2022,200,,0,Closed Won,Closed
0068c00000ovQ66,Kevin Brandon,Tim O'Brien Homes,4/8/2022,7/21/2022,Wisconsin,Jennifer Hoops,Yes,2,275000,275000,,,MarkSystems,104,1073,400000,Decision,4/8/2022,220,,0,Closed Won,Closed
0068c00000ovQ43,Kevin Brandon,William Ryan Homes,4/21/2022,8/11/2022,Illinois,Jennifer Hoops,Yes,3,310000,310000,310000,310000,Brix,125,1052,1130000,Decision,4/8/2022,396,,0,Closed Won,Closed
006Rj00000FLtwv,Sophia Jackson,Absolute Construction & Development,11/6/2024,1/29/2025,North Carolina,Kyle Johnson,No,2,89256,73654,92058,102058,QuickBooks,84,149,267769,Negotiation/Review,11/6/2024,,,1,Closed Won,Closed
006Rj00000EiUdT,Sophia Jackson,New Leaf Builders,12/13/2024,1/21/2025,South Carolina,Kyle Johnson,No,2,225000,200000,225000,250000,MarkSystems,95,158,675000,Negotiation/Review,10/18/2024,250,,1,Closed Won,Closed
006Rj00000EF1YP,Sophia Jackson,Eastwood Homes,12/5/2024,4/28/2025,North Carolina,Kyle Johnson,Yes,18,833333,1250000,1250000,0,Kova,206,61,2500000,Negotiation/Review,10/4/2024,1500,,1,Closed Won,Closed
006Rj00000EF0Vt,Sophia Jackson,Madison Homebuilders,10/4/2024,11/12/2024,North Carolina,Kyle Johnson,No,5,135000,120000,135000,150000,Threadkore,39,228,405000,Negotiation/Review,10/4/2024,165,,1,Closed Won,Closed
006Rj000009X6fn,Sophia Jackson,Value Build Homes,5/24/2024,6/21/2024,North Carolina,Kyle Johnson,Yes,7,188333,165000,200000,200000,Home-grown System,28,369,565000,Decision,5/24/2024,,,0,Closed Won,Closed
006Rj000007ZcPl,Carissa Anderson,BC Stone Homes,8/14/2024,3/19/2025,Alabama,Kyle Johnson,Yes,14,228000,168000,258000,258000,BuilderTrend,355,101,684000,Negotiation/Review,3/29/2024,,,1,Closed Won,Closed
006Rj000007KKzR,Sophia Jackson,New Home Inc.,3/22/2024,5/30/2024,North Carolina,Kyle Johnson,Yes,2,150000,150000,150000,150000,MarkSystems,69,390,450000,Decision,3/22/2024,,,0,Closed Won,Closed
006Rj0000070O1b,Carissa Anderson,Legacy South,3/13/2024,4/23/2024,Tennessee,Kyle Johnson,Yes,2,325000,250000,350000,350000,Home-grown System,41,430,1300000,Decision,3/13/2024,,,0,Closed Won,Closed
006Rj000006vXDV,Carissa Anderson,United Built Homes,3/11/2024,8/2/2024,Arkansas,Kyle Johnson,Yes,3,345000,225000,275000,375000,Home-grown System,144,325,1725000,Decision,3/11/2024,350,,0,Closed Won,Closed
0068c00000ym4Sy,Anthony Dimaggio,Signature Homes,12/13/2023,4/17/2024,Alabama,Kyle Johnson,Yes,4,642500,300000,300000,985000,Constellation - NewStar,126,436,2570000,Decision,12/13/2023,475,,0,Closed Won,Closed
0068c00000xMm5P,Jared Rogers,Landmark24 Homes,9/22/2023,11/13/2023,Georgia,Kyle Johnson,Yes,2,393125,322500,350000,450000,Threadkore,52,592,1572500,Decision,9/22/2023,,,1,Closed Won,Closed
0068c00000vRi6n,Jared Rogers,Lowder New Homes,1/19/2023,3/7/2023,Alabama,Kyle Johnson,Yes,3,153600,48000,150000,180000,BuilderMT,47,844,818000,Decision,1/19/2023,200,,0,Closed Won,Closed
0068c00000uWdqa,Jared Rogers,Carter + Clark,8/16/2023,9/5/2023,Georgia,Kyle Johnson,Yes,1,36000,36000,,,,95,662,36000,Decision,6/2/2023,0,,0,Closed Won,Closed
0068c00000ovSEA,Jared Rogers,Pulte Group,7/7/2022,6/14/2023,Georgia,Kyle Johnson,Yes,3,100000,100000,,,Home-grown System,429,744,100000,Decision,4/11/2022,28000,,1,Closed Won,Closed
0068c00000ovQ9r,Kevin Brandon,Red Tree Builders,,9/29/2021,North Carolina,Kyle Johnson,No,2,100000,100000,,,,0,1177,100000,,4/8/2022,5,,0,Closed Won,Closed
0068c00000ovQ41,Kevin Brandon,Buffington Homes of Arkansas,5/13/2022,6/3/2022,Arkansas,Kyle Johnson,Yes,1,75000,75000,,,Brix,56,1121,145000,Decision,4/8/2022,170,,0,Closed Won,Closed
0068c00000ovQ1K,Jared Rogers,Christopher Alan Homes,5/18/2023,8/18/2023,Florida,Kyle Johnson,Yes,2,200000,100000,200000,300000,Homefront,497,680,635000,Decision,4/8/2022,550,,0,Closed Won,Closed
